date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.09564140227396,4.548376514797176,7
2024-02-04,09:40:28,-74.09642549572747,4.5503648715786875,1
2024-02-04,09:42:28,-74.09458049732305,4.5509386152932,9
2024-02-04,09:44:28,-74.09311591624102,4.552228295950082,0
2024-02-04,09:46:28,-74.09249313327413,4.552197364827791,10
2024-02-04,09:48:28,-74.09206116191851,4.552307474030673,7
2024-02-04,09:50:28,-74.09218085794475,4.554183471050151,4
2024-02-04,09:52:28,-74.09043050112693,4.555558000370348,4
2024-02-04,09:54:28,-74.08898085528512,4.5547127389323565,0
2024-02-04,09:56:28,-74.08802967499948,4.554491225937826,8
2024-02-04,09:58:28,-74.08759611170461,4.554158218417277,8
2024-02-04,10:00:28,-74.08774918740062,4.552515492346987,5
2024-02-04,10:02:28,-74.08848354816607,4.5506546657227,2
2024-02-04,10:04:28,-74.0875876415298,4.549641528139544,8
2024-02-04,10:06:28,-74.08821437478173,4.547801899996846,7
2024-02-04,10:08:28,-74.08940124008677,4.546826017418565,2
2024-02-04,10:10:28,-74.08958514664532,4.545925492831245,4
2024-02-04,10:12:28,-74.09041475728654,4.5455682327929425,1
2024-02-04,10:14:28,-74.09114272716843,4.545408580609778,0
2024-02-04,10:16:28,-74.09227231063339,4.544997811971339,8
2024-02-04,10:18:28,-74.09271760099732,4.543818968503561,9
2024-02-04,10:20:28,-74.0930097065123,4.542825995512971,9
2024-02-04,10:22:28,-74.09493726260489,4.543185249792103,6
2024-02-04,10:24:28,-74.09660994513679,4.54288488206755,2
2024-02-04,10:26:28,-74.09785657497444,4.542956311145987,10
2024-02-04,10:28:28,-74.09886712180788,4.544181237069729,7
2024-02-04,10:30:28,-74.09988781176185,4.5444529435125345,0
2024-02-04,10:32:28,-74.10029026237552,4.544698375019823,3
2024-02-04,10:34:28,-74.10112622590682,4.546476867772513,4
2024-02-04,10:36:28,-74.10240255369803,4.546677757771896,8
2024-02-04,10:38:28,-74.10429589789922,4.546605474465092,9
2024-02-04,10:40:28,-74.10598192925612,4.547906291817733,5
2024-02-04,10:42:28,-74.1076374164338,4.549723737351005,9
2024-02-04,10:44:28,-74.1095514897588,4.551143424451727,4
2024-02-04,10:46:28,-74.1103574008795,4.551425021145507,6
2024-02-04,10:48:28,-74.11228532507253,4.552799015298763,6
2024-02-04,10:50:28,-74.11378753722443,4.551651836711166,9
2024-02-04,10:52:28,-74.1132983834515,4.550578189815382,7
2024-02-04,10:54:28,-74.11413433363457,4.550050663605372,6
2024-02-04,10:56:28,-74.11462052506359,4.550432257356526,9
2024-02-04,10:58:28,-74.1156385539632,4.549282366709139,10
2024-02-04,11:00:28,-74.11667969819213,4.54784548262522,10
2024-02-04,11:02:28,-74.11543177597964,4.546404616297451,6
2024-02-04,11:04:28,-74.11372212350751,4.54454838444633,3
2024-02-04,11:06:28,-74.11294457694515,4.543489400710166,9
2024-02-04,11:08:28,-74.11111358978764,4.54301620928113,2
2024-02-04,11:10:28,-74.11007736168719,4.5431463353407935,0
2024-02-04,11:12:28,-74.10934882737476,4.544733940504741,10
2024-02-04,11:14:28,-74.10879233775854,4.545003290929474,1
2024-02-04,11:16:28,-74.1073828460031,4.545470111023733,0
