date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.10771980019926,4.731817215354042,2
2024-02-04,09:40:28,-74.1093037889308,4.733032063539121,5
2024-02-04,09:42:28,-74.10772984418718,4.734160283322278,6
2024-02-04,09:44:28,-74.10698863398918,4.734616221001917,3
2024-02-04,09:46:28,-74.10756032623382,4.73591674599361,2
2024-02-04,09:48:28,-74.10790273163656,4.737892871079022,6
2024-02-04,09:50:28,-74.1063446785143,4.739166358218488,5
2024-02-04,09:52:28,-74.10593795440937,4.739350207147512,7
2024-02-04,09:54:28,-74.10566102249359,4.740329783822775,4
2024-02-04,09:56:28,-74.10495061502668,4.740293659511114,5
2024-02-04,09:58:28,-74.10451698970229,4.739289395625757,7
2024-02-04,10:00:28,-74.10347985384499,4.73817556187627,9
2024-02-04,10:02:28,-74.10425941465024,4.737116329981655,2
2024-02-04,10:04:28,-74.10281194846331,4.735516698964512,7
2024-02-04,10:06:28,-74.10281383704323,4.735089200937387,3
2024-02-04,10:08:28,-74.1039879034127,4.73438401803451,4
2024-02-04,10:10:28,-74.10597870249943,4.7345724211832945,4
2024-02-04,10:12:28,-74.10638303275506,4.735932084320603,3
2024-02-04,10:14:28,-74.10741084170502,4.736242751799176,9
2024-02-04,10:16:28,-74.10825863540082,4.7374980819623005,4
2024-02-04,10:18:28,-74.10774725578423,4.739331928167886,9
2024-02-04,10:20:28,-74.10701567928636,4.741188350363305,7
2024-02-04,10:22:28,-74.10729917977703,4.742692121490225,3
2024-02-04,10:24:28,-74.10793312698519,4.743603213280093,7
2024-02-04,10:26:28,-74.10849580684608,4.743774038746422,9
2024-02-04,10:28:28,-74.10983498208702,4.742387100424458,2
2024-02-04,10:30:28,-74.10841735496108,4.740920887983945,3
2024-02-04,10:32:28,-74.10675094087493,4.74126483947762,2
2024-02-04,10:34:28,-74.10517480679921,4.741161125972663,3
2024-02-04,10:36:28,-74.1040589817241,4.73946342903043,1
2024-02-04,10:38:28,-74.10344235547315,4.739533029830084,7
2024-02-04,10:40:28,-74.10194141042602,4.740975104046481,0
2024-02-04,10:42:28,-74.1007874078952,4.740588349722385,9
2024-02-04,10:44:28,-74.09954934363844,4.741603625232992,10
2024-02-04,10:46:28,-74.10061214996388,4.743422620176322,8
2024-02-04,10:48:28,-74.10118910835484,4.7431441958326035,0
2024-02-04,10:50:28,-74.10146470489855,4.74264055159532,3
2024-02-04,10:52:28,-74.10224641193022,4.740983370987674,0
2024-02-04,10:54:28,-74.1006771815813,4.739187802935318,4
2024-02-04,10:56:28,-74.10121129498057,4.738300404154327,6
2024-02-04,10:58:28,-74.10168678995488,4.737673402977039,6
2024-02-04,11:00:28,-74.10106187750462,4.735715741377096,9
2024-02-04,11:02:28,-74.09922512658396,4.735354554986147,1
2024-02-04,11:04:28,-74.09923297504523,4.7338505196219955,5
2024-02-04,11:06:28,-74.09784346160751,4.733748728747573,9
2024-02-04,11:08:28,-74.09766451737754,4.733729748364467,10
2024-02-04,11:10:28,-74.09583048689635,4.7320722166985725,1
2024-02-04,11:12:28,-74.09558666267003,4.730901696742403,6
2024-02-04,11:14:28,-74.09491969042884,4.730550588806246,9
2024-02-04,11:16:28,-74.0941190396217,4.729211373996962,0
