date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.11101557000795,4.716890181896737,6
2024-02-04,09:40:28,-74.10918186479869,4.7152349040351496,5
2024-02-04,09:42:28,-74.11007118321419,4.715175658622406,4
2024-02-04,09:44:28,-74.11178161713552,4.716077272091839,5
2024-02-04,09:46:28,-74.11184275125032,4.716463530386435,9
2024-02-04,09:48:28,-74.11135406843592,4.717723616976454,2
2024-02-04,09:50:28,-74.11005500664143,4.718714472676204,9
2024-02-04,09:52:28,-74.10832150425337,4.719350982119386,9
2024-02-04,09:54:28,-74.1071097372538,4.718395607584347,7
2024-02-04,09:56:28,-74.10564463499433,4.717460841317031,9
2024-02-04,09:58:28,-74.10412361763476,4.7157460056152525,9
2024-02-04,10:00:28,-74.10277261074128,4.714524190472708,7
2024-02-04,10:02:28,-74.10168205654591,4.712541272382272,9
2024-02-04,10:04:28,-74.10165548604631,4.712027339340109,7
2024-02-04,10:06:28,-74.10312566244852,4.710756731687425,2
2024-02-04,10:08:28,-74.10313071377826,4.7106837591609745,6
2024-02-04,10:10:28,-74.10233370435353,4.710408778148246,5
2024-02-04,10:12:28,-74.10099434408255,4.7122425454425345,5
2024-02-04,10:14:28,-74.09964418300049,4.7140840650019475,2
2024-02-04,10:16:28,-74.09767049969858,4.714211126517603,3
2024-02-04,10:18:28,-74.09730658848054,4.715408205989068,10
2024-02-04,10:20:28,-74.09688097420134,4.716728281252672,5
2024-02-04,10:22:28,-74.09590458952329,4.717674605150001,10
2024-02-04,10:24:28,-74.09471243607032,4.718170418990122,6
2024-02-04,10:26:28,-74.09344234664188,4.718302451671837,7
2024-02-04,10:28:28,-74.09275296149818,4.7192778852604915,2
2024-02-04,10:30:28,-74.09165792258422,4.718823242517162,6
2024-02-04,10:32:28,-74.090988338122,4.718107722305851,10
2024-02-04,10:34:28,-74.0900550943071,4.718092324509206,8
2024-02-04,10:36:28,-74.08939512927647,4.716163611598423,2
2024-02-04,10:38:28,-74.08851576424868,4.714601484694917,6
2024-02-04,10:40:28,-74.09042731747674,4.712965473810976,10
2024-02-04,10:42:28,-74.09214765833065,4.711710625335065,10
2024-02-04,10:44:28,-74.09203064777272,4.710183762119683,5
2024-02-04,10:46:28,-74.09242000509025,4.708858918304964,10
2024-02-04,10:48:28,-74.09312935029499,4.707205615468878,9
2024-02-04,10:50:28,-74.09225816158414,4.7054217044530455,0
2024-02-04,10:52:28,-74.09059553623824,4.7052508645661355,5
2024-02-04,10:54:28,-74.09028416207286,4.704723874428245,2
2024-02-04,10:56:28,-74.08999304508897,4.702862926689477,3
2024-02-04,10:58:28,-74.090996832842,4.701511308097284,1
2024-02-04,11:00:28,-74.09198223881441,4.699512232841398,5
2024-02-04,11:02:28,-74.09311903707575,4.699297187599989,10
2024-02-04,11:04:28,-74.09499795094099,4.697636851361412,10
2024-02-04,11:06:28,-74.09592444809059,4.69600709778543,6
2024-02-04,11:08:28,-74.09457100465161,4.694178528512864,5
2024-02-04,11:10:28,-74.09313196116155,4.692843929416241,8
2024-02-04,11:12:28,-74.09178746627444,4.69427199868251,7
2024-02-04,11:14:28,-74.09086224912618,4.6950363523458645,4
2024-02-04,11:16:28,-74.09078444180751,4.6965326980186095,0
