date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.10207572847236,4.627622811772988,3
2024-02-04,09:40:28,-74.1032884044527,4.629177410407536,7
2024-02-04,09:42:28,-74.10294558152839,4.629509347731204,9
2024-02-04,09:44:28,-74.10321193850615,4.630461505005919,3
2024-02-04,09:46:28,-74.10355207336974,4.631410898441019,7
2024-02-04,09:48:28,-74.10374474217237,4.631688388132868,4
2024-02-04,09:50:28,-74.10549516805618,4.631967198546401,5
2024-02-04,09:52:28,-74.10610652230767,4.6329434430826355,9
2024-02-04,09:54:28,-74.10700040239622,4.634339214211863,4
2024-02-04,09:56:28,-74.1082410610066,4.635904619189386,0
2024-02-04,09:58:28,-74.11007060596539,4.637809528470926,10
2024-02-04,10:00:28,-74.11182562721498,4.636407659035749,5
2024-02-04,10:02:28,-74.11306632103711,4.635360583653662,2
2024-02-04,10:04:28,-74.1144514302687,4.635490513602299,2
2024-02-04,10:06:28,-74.11576441401529,4.635097320799461,4
2024-02-04,10:08:28,-74.11714818349385,4.634968303845047,10
2024-02-04,10:10:28,-74.11741779857121,4.636893005323594,3
2024-02-04,10:12:28,-74.11674234156527,4.638240844750764,8
2024-02-04,10:14:28,-74.11582998430725,4.639935378586956,7
2024-02-04,10:16:28,-74.11681038209383,4.641848524737596,5
2024-02-04,10:18:28,-74.1162341887142,4.6430489319842225,8
2024-02-04,10:20:28,-74.11589730913373,4.644062678172687,3
2024-02-04,10:22:28,-74.11460808997057,4.6458724085277545,2
2024-02-04,10:24:28,-74.11626588366221,4.6474629216467465,10
2024-02-04,10:26:28,-74.11734556040427,4.6485829880181715,0
2024-02-04,10:28:28,-74.11734760975348,4.649136741986436,9
2024-02-04,10:30:28,-74.11572673076982,4.6503032526222325,4
2024-02-04,10:32:28,-74.11442479227262,4.651335860392057,0
2024-02-04,10:34:28,-74.11369282166184,4.6528710523278125,9
2024-02-04,10:36:28,-74.1125060519469,4.6541603836474845,8
2024-02-04,10:38:28,-74.11097661929382,4.653638314461271,9
2024-02-04,10:40:28,-74.11001933530501,4.652536540055893,6
2024-02-04,10:42:28,-74.10918473122595,4.6528007422942315,2
2024-02-04,10:44:28,-74.10925034707537,4.653659508863922,0
2024-02-04,10:46:28,-74.10828107796799,4.655623875652888,8
2024-02-04,10:48:28,-74.10928666426403,4.656323847441936,6
2024-02-04,10:50:28,-74.11114973913492,4.655881676965707,3
2024-02-04,10:52:28,-74.11226667415548,4.655936981691546,5
2024-02-04,10:54:28,-74.11281193591317,4.657246455307116,4
2024-02-04,10:56:28,-74.11251246205127,4.657939250557347,0
2024-02-04,10:58:28,-74.11188295770089,4.659713512397417,4
2024-02-04,11:00:28,-74.11044615957285,4.661549323288977,8
2024-02-04,11:02:28,-74.10969981218264,4.663004103374432,5
2024-02-04,11:04:28,-74.1098730504847,4.6635558229480845,7
2024-02-04,11:06:28,-74.11096640489467,4.663630668374038,4
2024-02-04,11:08:28,-74.11288198653106,4.662524100068678,3
2024-02-04,11:10:28,-74.11432206510857,4.663263337503345,9
2024-02-04,11:12:28,-74.11359165910177,4.665049948480415,5
2024-02-04,11:14:28,-74.11328160369865,4.667037728595948,8
2024-02-04,11:16:28,-74.11469974752767,4.668222357632489,0
