date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.1037380692531,4.658438366530012,5
2024-02-04,09:40:28,-74.10180973581724,4.659568157380886,0
2024-02-04,09:42:28,-74.10036333004442,4.661345987582697,1
2024-02-04,09:44:28,-74.09899879570207,4.660328687328316,7
2024-02-04,09:46:28,-74.09719360296879,4.6620542408632675,7
2024-02-04,09:48:28,-74.09640465910448,4.6630135344061925,1
2024-02-04,09:50:28,-74.0956087283861,4.664585319315354,2
2024-02-04,09:52:28,-74.0948673548302,4.666203825228126,0
2024-02-04,09:54:28,-74.0931862675397,4.665842697751957,0
2024-02-04,09:56:28,-74.09181069407674,4.664284202542549,5
2024-02-04,09:58:28,-74.09108326036113,4.662783091281999,8
2024-02-04,10:00:28,-74.09043307233861,4.660916246872075,7
2024-02-04,10:02:28,-74.08971624693172,4.660427078954442,6
2024-02-04,10:04:28,-74.0888598989942,4.66120473686634,9
2024-02-04,10:06:28,-74.08932685251123,4.661836541320201,3
2024-02-04,10:08:28,-74.09012254065715,4.663227609272392,4
2024-02-04,10:10:28,-74.08927974873266,4.664832544621065,9
2024-02-04,10:12:28,-74.08731108621154,4.666503466251257,3
2024-02-04,10:14:28,-74.08805621990741,4.668412407772688,4
2024-02-04,10:16:28,-74.08887321664923,4.668742085270448,2
2024-02-04,10:18:28,-74.08971006450743,4.667873648169133,5
2024-02-04,10:20:28,-74.08877525192707,4.666952900340284,2
2024-02-04,10:22:28,-74.0874901689127,4.6674058788704755,6
2024-02-04,10:24:28,-74.08762638560452,4.667953110656492,3
2024-02-04,10:26:28,-74.08916780199581,4.669155308259298,3
2024-02-04,10:28:28,-74.08949583629604,4.670176300307186,1
2024-02-04,10:30:28,-74.09060592951279,4.670540012278757,6
2024-02-04,10:32:28,-74.09054705991923,4.671957998506418,7
2024-02-04,10:34:28,-74.09176702587983,4.67220219629845,10
2024-02-04,10:36:28,-74.09319940806786,4.671422490462972,9
2024-02-04,10:38:28,-74.09497858353052,4.6704261398379305,5
2024-02-04,10:40:28,-74.09677022092846,4.668602956902141,10
2024-02-04,10:42:28,-74.09592320933872,4.666939234001136,8
2024-02-04,10:44:28,-74.0943923916858,4.666353799008986,2
2024-02-04,10:46:28,-74.09383809034307,4.666325609224604,10
2024-02-04,10:48:28,-74.09355772623134,4.668172531030208,2
2024-02-04,10:50:28,-74.09364716665341,4.669910143896071,3
2024-02-04,10:52:28,-74.09271791089134,4.671457025362971,1
2024-02-04,10:54:28,-74.09147036859679,4.672141085978973,9
2024-02-04,10:56:28,-74.09068867200077,4.67093743070401,7
2024-02-04,10:58:28,-74.08939873166742,4.669913576681374,6
2024-02-04,11:00:28,-74.09024710583816,4.668173915656777,7
2024-02-04,11:02:28,-74.09184363118756,4.668146352155227,9
2024-02-04,11:04:28,-74.09290819122543,4.669639264957835,7
2024-02-04,11:06:28,-74.09205569973105,4.671389940884055,4
2024-02-04,11:08:28,-74.09127880515125,4.672770642580712,2
2024-02-04,11:10:28,-74.08955211373535,4.672968477028954,9
2024-02-04,11:12:28,-74.08777159644278,4.673639849957461,6
2024-02-04,11:14:28,-74.08739530637651,4.674759774809741,0
2024-02-04,11:16:28,-74.08787091684493,4.675746853234628,8
