date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.09597887103361,4.6753901905059285,0
2024-02-04,09:40:28,-74.09539312043556,4.6734069229801065,1
2024-02-04,09:42:28,-74.09525247168752,4.672818271313362,5
2024-02-04,09:44:28,-74.0934191217877,4.671220396643487,5
2024-02-04,09:46:28,-74.09170094732676,4.672608028082388,6
2024-02-04,09:48:28,-74.09070206590175,4.673256823385553,7
2024-02-04,09:50:28,-74.08961555278074,4.67434991429842,7
2024-02-04,09:52:28,-74.08893556409174,4.674151041465454,3
2024-02-04,09:54:28,-74.08786240681542,4.672771020070421,3
2024-02-04,09:56:28,-74.08913728809365,4.670773565260221,7
2024-02-04,09:58:28,-74.08933703274684,4.669455456306443,8
2024-02-04,10:00:28,-74.08808975340976,4.667669282083137,5
2024-02-04,10:02:28,-74.08754688271789,4.66657776457631,0
2024-02-04,10:04:28,-74.08915824305366,4.665327937729742,9
2024-02-04,10:06:28,-74.09022372214513,4.66594034074071,4
2024-02-04,10:08:28,-74.08968030322059,4.667191456907252,0
2024-02-04,10:10:28,-74.08808819775166,4.669120801011492,0
2024-02-04,10:12:28,-74.08817531559787,4.670423236235705,8
2024-02-04,10:14:28,-74.08834559390209,4.6713669273646055,2
2024-02-04,10:16:28,-74.09031362999201,4.671387020912987,7
2024-02-04,10:18:28,-74.09069003437932,4.670018374429532,1
2024-02-04,10:20:28,-74.0917296238617,4.6696446285713495,9
2024-02-04,10:22:28,-74.09262240940619,4.667648898034426,6
2024-02-04,10:24:28,-74.0944791555318,4.666984241185332,6
2024-02-04,10:26:28,-74.09492919511578,4.66752994655241,10
2024-02-04,10:28:28,-74.09349495298028,4.668971278505857,1
2024-02-04,10:30:28,-74.09501515274907,4.670916929702228,10
2024-02-04,10:32:28,-74.09486643128878,4.6728913961147835,8
2024-02-04,10:34:28,-74.09505658163403,4.673036023230419,3
2024-02-04,10:36:28,-74.09637611057845,4.671717884620047,9
2024-02-04,10:38:28,-74.09832357050774,4.670848304438622,2
2024-02-04,10:40:28,-74.09952808150578,4.669768744382993,0
2024-02-04,10:42:28,-74.10146785617006,4.6712520553021495,2
2024-02-04,10:44:28,-74.10094928625173,4.672586642216227,8
2024-02-04,10:46:28,-74.09965206451922,4.673404455564216,6
2024-02-04,10:48:28,-74.09767043398526,4.6750562818152375,10
2024-02-04,10:50:28,-74.09595610003737,4.673575149352096,7
2024-02-04,10:52:28,-74.0943492323986,4.672705998701669,2
2024-02-04,10:54:28,-74.0941372098971,4.672477585969271,5
2024-02-04,10:56:28,-74.0923946473752,4.673456015133969,1
2024-02-04,10:58:28,-74.09062949995686,4.672805759116823,8
2024-02-04,11:00:28,-74.08932999122516,4.671658277707697,3
2024-02-04,11:02:28,-74.08845684171584,4.669723574761302,3
2024-02-04,11:04:28,-74.08876031944902,4.668062479714365,6
2024-02-04,11:06:28,-74.09000272976905,4.66662879454401,10
2024-02-04,11:08:28,-74.09105255738486,4.666664600589957,6
2024-02-04,11:10:28,-74.09156673202692,4.667859646665579,8
2024-02-04,11:12:28,-74.09271826773485,4.667600386345829,5
2024-02-04,11:14:28,-74.09429598950666,4.666034978892592,2
2024-02-04,11:16:28,-74.09295951533673,4.664312938522248,6
