date,hour,longitude,latitude,sampl
2024-02-04,09:38:28,-74.09994562863587,4.7367695804905425,2
2024-02-04,09:40:28,-74.10028790139128,4.7354143804448166,1
2024-02-04,09:42:28,-74.09955791764708,4.736454806988573,4
2024-02-04,09:44:28,-74.09865747543661,4.73602412267853,4
2024-02-04,09:46:28,-74.09898202502798,4.734347717952986,5
2024-02-04,09:48:28,-74.09964491151827,4.732866451179715,5
2024-02-04,09:50:28,-74.0999869200908,4.730954920696076,2
2024-02-04,09:52:28,-74.10062414918647,4.730372445411574,9
2024-02-04,09:54:28,-74.10093930828306,4.728718932381659,10
2024-02-04,09:56:28,-74.09993394377248,4.728211013154934,5
2024-02-04,09:58:28,-74.09838546439151,4.7292385999411,5
2024-02-04,10:00:28,-74.0969083299949,4.727350775506144,10
2024-02-04,10:02:28,-74.0949898077364,4.7278187949542145,9
2024-02-04,10:04:28,-74.09322734846069,4.729814408170371,2
2024-02-04,10:06:28,-74.09123336816936,4.7290537856572055,5
2024-02-04,10:08:28,-74.0906832021812,4.727646088688742,8
2024-02-04,10:10:28,-74.09040248914583,4.726017322068651,7
2024-02-04,10:12:28,-74.09120721400073,4.724627987142723,9
2024-02-04,10:14:28,-74.09242563934976,4.724614263656723,3
2024-02-04,10:16:28,-74.09341070026026,4.725795779283483,5
2024-02-04,10:18:28,-74.09437410875248,4.727239912229988,0
2024-02-04,10:20:28,-74.09580451571419,4.726937095244655,7
2024-02-04,10:22:28,-74.09656373197575,4.727924740221485,2
2024-02-04,10:24:28,-74.09612984885274,4.729625358728519,5
2024-02-04,10:26:28,-74.09800685324728,4.730635561666473,9
2024-02-04,10:28:28,-74.09865994984723,4.729884096316486,10
2024-02-04,10:30:28,-74.09765337174609,4.728736210871846,9
2024-02-04,10:32:28,-74.09646636468288,4.727393573192149,0
2024-02-04,10:34:28,-74.095540546172,4.726589116403792,9
2024-02-04,10:36:28,-74.09374492280445,4.7264924578430625,5
2024-02-04,10:38:28,-74.0923323943918,4.725908836183755,6
2024-02-04,10:40:28,-74.09132669956071,4.727069650951332,3
2024-02-04,10:42:28,-74.09094452899927,4.728056691663565,9
2024-02-04,10:44:28,-74.09042520670074,4.729002118732924,0
2024-02-04,10:46:28,-74.09005882408334,4.730226518278712,2
2024-02-04,10:48:28,-74.08823859037305,4.730810375085705,7
2024-02-04,10:50:28,-74.0881887114436,4.730733635250014,0
2024-02-04,10:52:28,-74.08732596988794,4.729590529523999,8
2024-02-04,10:54:28,-74.08788241675028,4.728226579552903,6
2024-02-04,10:56:28,-74.08939400639244,4.727766329903727,0
2024-02-04,10:58:28,-74.0905046715403,4.72602874006085,9
2024-02-04,11:00:28,-74.09126245747566,4.725785054626035,4
2024-02-04,11:02:28,-74.09285885018764,4.724174010119522,10
2024-02-04,11:04:28,-74.09314341832882,4.722849789711304,2
2024-02-04,11:06:28,-74.09190763952434,4.722023457817991,6
2024-02-04,11:08:28,-74.08991531305414,4.723038330518401,7
2024-02-04,11:10:28,-74.0882399149198,4.723309201921188,8
2024-02-04,11:12:28,-74.08832489470934,4.725271786486385,10
2024-02-04,11:14:28,-74.09030024745552,4.72622739579606,2
2024-02-04,11:16:28,-74.09209506598995,4.727290094030027,3
