id_rute,datetime,longitud,latitud,pm_25,pm_10,temperature,humidity,neighborhood
0,2024-02-14 18:39:18,-74.07603496805469,4.66376893875421,102.1800682789995,125.29636476867294,8.473237252372641,0.5923068432087809,"LA MERCED NORTE, 007301 (352)"
0,2024-02-14 18:41:18,-74.0754140289477,4.665146808893003,34.08983358943003,174.2641361526248,7.435521027598462,2.319724712154028,"LA MERCED NORTE, 007301 (352)"
0,2024-02-14 18:43:18,-74.07560637515449,4.663493954508361,80.89607270664747,171.34487728892177,8.116178909645749,1.777702719246356,"LA MERCED NORTE, 007301 (352)"
0,2024-02-14 18:45:18,-74.07406113992147,4.663004089111093,101.28247282572173,134.571101119424,6.746065110584341,-2.885088186169648,"LA MERCED NORTE, 007301 (352)"
0,2024-02-14 18:47:18,-74.07302848070555,4.662324066536282,76.88352086754472,186.6757642030508,8.391015562375022,-3.53746879073787,"ALCAZARES, 007302 (801)"
0,2024-02-14 18:49:18,-74.07206619257558,4.662224380032746,88.62459151310533,94.96801686861386,8.618665734108694,-2.784946597022098,"ALCAZARES, 007302 (801)"
0,2024-02-14 18:51:18,-74.07049477275747,4.660344785124754,79.04638013186623,161.57225146214907,9.632827533691428,-5.182348353111524,"ALCAZARES, 007302 (801)"
0,2024-02-14 18:53:18,-74.07097217553181,4.65924344752558,89.02957572967941,170.32150315075552,9.741707344513166,7.24840542404061,"SIETE DE AGOSTO, 007311 (223)"
0,2024-02-14 18:55:18,-74.07292989570374,4.659454836011874,88.61562247002237,132.7444512971691,9.570942677301344,-4.028257045453333,"LA PAZ, 007310 (1003)"
0,2024-02-14 18:57:18,-74.07438001617635,4.660770537812812,58.7107432035448,101.95305310735888,7.424595419025003,2.2146094151606626,"LA PAZ, 007310 (1003)"
0,2024-02-14 18:59:18,-74.07475958491841,4.66107917697593,103.60266298812402,111.83656072256892,8.792283793743039,0.0213425208923125,"LA PAZ, 007310 (1003)"
0,2024-02-14 19:01:18,-74.07358147603968,4.662929102076387,79.58648414563966,104.29573217480272,8.847391351036478,2.7035534812768063,"LA MERCED NORTE, 007301 (352)"
0,2024-02-14 19:03:18,-74.07297151904645,4.66416942642705,80.48991468970152,144.61863537261428,8.52823347723414,-4.492546776802974,"LA MERCED NORTE, 007301 (352)"
0,2024-02-14 19:05:18,-74.07176580971365,4.664870572183625,112.80523249169784,146.6947165464687,10.192782156632909,8.23831570280975,"ALCAZARES, 007302 (801)"
0,2024-02-14 19:07:18,-74.0709650238544,4.664518514466354,91.3045726717664,105.31969358085767,12.525365451753554,3.0810706095224343,"ALCAZARES, 007302 (801)"
0,2024-02-14 19:09:18,-74.07016743172909,4.663373472473942,82.8335464945233,221.5664289467561,10.725175944297288,4.850848210475643,"ALCAZARES, 007302 (801)"
0,2024-02-14 19:11:18,-74.06832163203525,4.661670453467014,67.25816171897475,182.5439614982485,9.029564069237988,-3.622672668886488,"ALCAZARES, 007302 (801)"
0,2024-02-14 19:13:18,-74.06798426912108,4.660222221098692,120.26316170114382,138.51228068295026,11.129803231265168,3.942290537836998,"COLOMBIA, 007303 (224)"
0,2024-02-14 19:15:18,-74.06807321598019,4.658980512727875,129.46298950584412,96.83143620524572,9.299769920572702,0.4209040263203021,"COLOMBIA, 007303 (224)"
0,2024-02-14 19:17:18,-74.06648093171592,4.658243402843157,92.98705290364852,173.01259442872015,9.844716306135632,2.868965743531078,"COLOMBIA, 007303 (224)"
0,2024-02-14 19:19:18,-74.06492333068975,4.658694198091517,108.00297786136244,161.5876049762537,12.543696322639793,3.4868155157756964,"COLOMBIA, 007303 (224)"
0,2024-02-14 19:21:18,-74.06433354358711,4.657166671261328,81.69974045701571,221.3948559243368,12.463459985127889,2.8106337474782768,"CONCEPCION NORTE, 007304 (246)"
0,2024-02-14 19:23:18,-74.06277977179776,4.655419303572758,91.4380487386058,158.27177936472688,10.612788885150684,7.590275718757466,"CONCEPCION NORTE, 007304 (246)"
0,2024-02-14 19:25:18,-74.0631473702578,4.654269432183588,114.1898559891256,195.69704451940297,9.851833820507832,6.659666845877931,"QUINTA CAMACHO, 008201 (583)"
0,2024-02-14 19:27:18,-74.06498676058942,4.652350621356851,108.77868439044848,207.33438910174016,11.580997048650929,2.8607170897359846,"LA ESPERANZA, 007305 (632)"
0,2024-02-14 19:29:18,-74.0657682443158,4.651203074587182,117.02285142481036,139.86691941243066,10.62754823972564,1.327119989552913,"LA ESPERANZA, 007305 (632)"
0,2024-02-14 19:31:18,-74.0675029791743,4.649882068959063,106.19538713363336,118.72932189123526,12.31110771779956,5.345527592144377,"CHAPINERO OCCIDENTAL, 007203 (29)"
0,2024-02-14 19:33:18,-74.06704601974741,4.648644368767741,99.47407674304576,142.37912016893546,11.653613850620829,1.662161540096314,"CHAPINERO OCCIDENTAL, 007203 (29)"
0,2024-02-14 19:35:18,-74.06889944966557,4.646701897979818,84.88919757814004,91.20297856674296,11.211745317964889,-1.155736779886131,"SAN LUIS, 007202 (522)"
0,2024-02-14 19:37:18,-74.0692000553741,4.645972788236145,111.25761736128273,105.96711378989146,11.038155024478044,-2.7305378760489925,"SAN LUIS, 007202 (522)"
0,2024-02-14 19:39:18,-74.0701496770969,4.646153296696123,122.71580472266464,161.08375727872416,12.30243692136888,5.984270861238056,"SAN LUIS, 007202 (522)"
0,2024-02-14 19:41:18,-74.07090156164132,4.646086007788246,101.56754040005268,188.2176959785968,12.252578615581465,6.0383941605195215,"SAN LUIS, 007202 (522)"
0,2024-02-14 19:43:18,-74.07274127022812,4.648018616838473,112.28703014648195,193.50273236564476,12.171555206322482,6.752986519265186,"SAN LUIS, 007202 (522)"
0,2024-02-14 19:45:18,-74.072912691974,4.648021786377584,115.18090166098774,237.64779131769453,11.033978858095704,3.593297691016049,"SAN LUIS, 007202 (522)"
0,2024-02-14 19:47:18,-74.07395866960825,4.647602743207674,77.82500816564541,239.1792054518136,11.665348683328132,4.680717005124512,"CAMPIN, 007201 (1035)"
